attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,israel_sentiment_1,israel_sentiment_2,israel_sentiment_3,israel_sentiment_4,israel_sentiment_5,israel_sentiment_6,letter,antisemitism_1,antisemitism_2,antisemitism_3,antisemitism_4,antisemitism_5,report_eval,man_a,man_b,man_c,man_d,apartheid,antisemitism_opened,sex,sex_3_TEXT,state,race,race_6_TEXT,ethnicity,age_1,education,religion,religion_11_TEXT,partisanship,age,gender,hhi,ethnicity,hispanic,education,political_party,region,condition 
Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,38.847,0,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I'd like to write a letter in opposition of Israel,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Very antisemitic,Yes,Yes,Yes,Yes,Discrimination of individual race amongs group of people,Hostile against the jews,Male,,California,Native American,,Hispanic or Latino or Spanish origin,36,Bachelor's degree in college (4-year),Roman Catholic,,Strong Republican,36,1,23,3,16,7,10,3,2
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,3.926,46.478,49.178,7,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I'd like to write a letter in opposition of Israel,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Not very antisemitic,Yes,No,No,Yes,It is the segregation of people,Basically being discriminatory towards Jews,Male,,Maryland,Black or African American,,Not Hispanic or Latino or Spanish origin,30,Bachelor's degree in college (4-year),Atheist/agnostic,,Independent,30,1,18,2,1,6,4,3,4
Somewhat Disagree,Somewhat Disagree,Agree strongly,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,14,1,1,7,9,3,
Agree strongly,Somewhat Agree,Neither agree nor disagree,Agree strongly,Somewhat Agree,Disagree strongly,Agree strongly,0,0,57.554,0,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,No letter,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,Yes,Yes,Yes,No,discrimination on grounds of race,hostility against Jewish people.,Female,,California,Asian or Asian American,,Not Hispanic or Latino or Spanish origin,71,Bachelor's degree in college (4-year),Protestant,,Republican,71,2,4,5,1,8,8,4,6
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Agree strongly,1.592,15.426,15.723,8,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,I'd like to write a letter in opposition of Israel,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Very antisemitic,Yes,Yes,Yes,Yes,Out yui yui yu,Guy yu yu yui yu yui yui yui,Male,,Georgia,Black or African American,,Not Hispanic or Latino or Spanish origin,24,High school graduate (high school diploma or equivalent including GED),Roman Catholic,,Democrat,24,1,3,2,1,2,1,3,7
Agree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0,0,58.223,0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Not very antisemitic,Yes,No,No,Yes,Segregating people due to discrimination ,Anti Jewish,Female,,Illinois,White,,Not Hispanic or Latino or Spanish origin,73,Associate degree in college (2-year),Protestant,,Republican,73,2,21,1,1,7,9,2,7
Somewhat Agree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,19.591,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,No,No,No,I have no clue,Bad feelings towards members of the Jewish community,Female,,South Carolina,White,,Not Hispanic or Latino or Spanish origin,33,Master's degree,Protestant,,Republican,33,2,24,1,1,7,9,3,2
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,156.409,0,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No letter,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not at all antisemitic,Yes,No,No,Yes,It is a way of discriminating on many levels a group of people based on their beliefs.,Anti-Jewish discrimination,Male,,Illinois,White,,Not Hispanic or Latino or Spanish origin,49,Bachelor's degree in college (4-year),Atheist/agnostic,,Strong Democrat,49,1,12,1,1,8,1,2,4
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,43.35,359.845,375.118,40,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,I'd like to write a letter in opposition of Israel,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Apartheid is when a racial group gets discriminated against,Antisemitism is when a racial group has damaging judgements/prejudice placed against them based on their race ,Female,,Alabama,Black or African American,,Not Hispanic or Latino or Spanish origin,30,Bachelor's degree in college (4-year),Other,Christian - non denominational ,Democrat,30,2,5,2,1,6,2,3,6
Somewhat Agree,Agree strongly,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,21.74,0,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Any group against anti racism ,Anyone who hates Jewish people ,Female,,Florida,White,,Not Hispanic or Latino or Spanish origin,62,Bachelor's degree in college (4-year),Roman Catholic,,Democrat,62,2,1,1,1,8,2,3,2
Agree strongly,Somewhat Disagree,Neither agree nor disagree,Agree strongly,Somewhat Agree,Disagree strongly,Agree strongly,26.069,82.614,83.801,17,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,No letter,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,A policy or system of discrimination ,Prejudice against Jewish ,Female,,Virginia,Black or African American,,Not Hispanic or Latino or Spanish origin,55,Bachelor's degree in college (4-year),Other,Baptist ,Strong Democrat,55,2,19,2,1,6,1,3,4
Somewhat Agree,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,7.949,7.949,9.145,1,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,No letter,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,No,No,No,No,I have no idea,Don't onow,Male,,Arkansas,White,,Not Hispanic or Latino or Spanish origin,38,Some college but no degree,Other,,Republican,37,1,8,1,1,2,10,3,1
Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,7.234,0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,No,No,No,No,A Political thing in some countries.,I am not sure what it is.,Female,,Rhode Island,White,,Not Hispanic or Latino or Spanish origin,75,High school graduate (high school diploma or equivalent including GED),Protestant,,Strong Democrat,75,2,1,1,1,4,1,1,1
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Agree strongly,2.25,14.369,33.858,3,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,A system meant to control certain people,Not liking Jewish people,Male,,Minnesota,White,,Not Hispanic or Latino or Spanish origin,46,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Independent,46,1,7,1,1,4,4,2,6
Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0,0,6.479,0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,No letter,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,,No,No,No,No,a form of segregation in africa,an attitude of hate against the jewish people,Male,,Alabama,White,,Not Hispanic or Latino or Spanish origin,60,Bachelor's degree in college (4-year),Protestant,,"Independent, but Lean Republican",60,1,23,1,1,8,5,3,1
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree strongly,9.694,9.694,36.829,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Not very antisemitic,Yes,No,No,Yes,discrimination of the basis of another race,Anti-Jewish sentiment,Male,,Minnesota,White,,Not Hispanic or Latino or Spanish origin,59,Some college but no degree,Atheist/agnostic,,Strong Democrat,59,1,9,16,1,5,1,2,4
Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,1.333,2.677,8.475,2,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I believe it means separation ,I have no idea ,Male,,Arkansas,White,,Not Hispanic or Latino or Spanish origin,21,Less than high school degree,Other,Christian,"Independent, but Lean Republican",21,1,1,1,1,1,8,3,2
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0,0,30.289,0,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Not very antisemitic,Yes,Yes,No,Yes,do not really know,no real clue,Male,,Florida,White,,Not Hispanic or Latino or Spanish origin,61,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Strong Republican,61,1,5,1,1,4,10,3,4
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.597,5.619,6.402,5,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,No,No,No,No,Not sure,Not sure,Female,,Georgia,White,,Not Hispanic or Latino or Spanish origin,41,Some college but no degree,Muslim,,Republican,41,2,2,1,1,2,7,3,5
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.987,9.287,11.124,6,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,I'd like to write a letter in support of Israel,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Very antisemitic,Yes,Yes,Yes,Yes,Everything possible ,Awesome i must say,Male,,Texas,White,,Not Hispanic or Latino or Spanish origin,36,Master's degree,Muslim,,Democrat,36,1,24,1,1,7,1,3,3
Agree strongly,Disagree strongly,Neither agree nor disagree,Somewhat Agree,Agree strongly,Disagree strongly,Agree strongly,13.649,13.649,116.709,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,No,Yes,No,It’s a discrimination and separation policy,Being hostile and prejudice towards Jewish people. ,Female,,Pennsylvania,White,,Not Hispanic or Latino or Spanish origin,63,Associate degree in college (2-year),Nothing in particular,,Strong Democrat,63,2,8,1,1,5,1,1,3
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Disagree strongly,Agree strongly,0,0,60.086,0,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,I'd like to write a letter in opposition of Israel,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat antisemitic,No,No,Yes,No,A system of segregation or discrimination ,Prejudice ,Female,,Texas,Black or African American,,Not Hispanic or Latino or Spanish origin,38,High school graduate (high school diploma or equivalent including GED),Other,I am a Christian and believer of Jesus Christ,Democrat,38,2,3,2,1,2,3,3,2
Somewhat Disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Disagree,Somewhat Agree,Disagree strongly,Agree strongly,1.233,25.94,28.908,3,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,I'd like to write a letter in support of Israel,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,Yes,Yes,Yes,No,NA,Hate against Jews,Female,,Colorado,White,,Not Hispanic or Latino or Spanish origin,43,Bachelor's degree in college (4-year),Nothing in particular,,Independent,43,2,5,1,1,6,4,4,5
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,5.856,0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,No,A policy of culture ,Hostility against jews,Female,,Delaware,Black or African American,,Hispanic or Latino or Spanish origin,32,Some college but no degree,Nothing in particular,,"Independent, but Lean Democrat",32,2,6,15,14,3,2,3,2
